Pair,Time_spot,Open,High,Low,Close,Volume
BNBUSDT,2024-04-05 00:00:00,585.40000000,591.50000000,575.00000000,581.60000000,171141.54500000
BTCUSDT,2024-04-05 00:00:00,68487.80000000,68756.67000000,67435.67000000,67863.99000000,5774.35522000
ETHUSDT,2024-04-05 00:00:00,3327.39000000,3336.00000000,3252.80000000,3308.30000000,64808.12150000
BTCUSDT,2024-04-04 20:00:00,68500.00000000,68565.54000000,67320.00000000,68487.79000000,7494.38470000
XRPUSDT,2024-04-04 20:00:00,0.59590000,0.59630000,0.58500000,0.59350000,54642514.00000000
ADAUSDT,2024-04-04 20:00:00,0.58500000,0.58570000,0.57280000,0.58310000,25159476.30000000
BNBUSDT,2024-04-04 20:00:00,594.60000000,595.10000000,580.20000000,585.50000000,174406.15100000
LTCUSDT,2024-04-04 20:00:00,98.83000000,98.93000000,96.23000000,98.38000000,220290.74200000
ETHUSDT,2024-04-04 20:00:00,3366.09000000,3370.30000000,3278.02000000,3327.40000000,86565.04710000
LTCUSDT,2024-04-04 16:00:00,99.47000000,101.18000000,98.53000000,98.81000000,167030.38200000
ADAUSDT,2024-04-04 16:00:00,0.58800000,0.59670000,0.58380000,0.58500000,18118971.70000000
BNBUSDT,2024-04-04 16:00:00,590.60000000,597.60000000,590.30000000,594.50000000,94157.84700000
BTCUSDT,2024-04-04 16:00:00,67648.00000000,69309.91000000,67526.50000000,68500.00000000,11282.70659000
ETHUSDT,2024-04-04 16:00:00,3364.11000000,3443.93000000,3360.68000000,3366.09000000,66511.99100000
XRPUSDT,2024-04-04 16:00:00,0.59400000,0.60480000,0.59380000,0.59600000,73323673.00000000
BNBUSDT,2024-04-04 12:00:00,587.00000000,593.60000000,585.90000000,590.60000000,122489.46900000
ETHUSDT,2024-04-04 12:00:00,3340.36000000,3395.19000000,3338.95000000,3364.12000000,59348.01280000
BTCUSDT,2024-04-04 12:00:00,66353.68000000,67927.69000000,66330.56000000,67647.99000000,10795.29970000
XRPUSDT,2024-04-04 12:00:00,0.57510000,0.61760000,0.57480000,0.59400000,334895131.00000000
ADAUSDT,2024-04-04 12:00:00,0.58110000,0.59190000,0.58030000,0.58790000,24940629.70000000
LTCUSDT,2024-04-04 12:00:00,100.14000000,101.69000000,98.87000000,99.47000000,287523.00300000
BNBUSDT,2024-04-04 08:00:00,582.60000000,590.00000000,581.70000000,587.10000000,108678.45100000
ETHUSDT,2024-04-04 08:00:00,3322.80000000,3355.48000000,3319.42000000,3340.37000000,32050.76490000
BTCUSDT,2024-04-04 08:00:00,66091.59000000,66468.99000000,66028.00000000,66353.67000000,3428.64196000
XRPUSDT,2024-04-04 08:00:00,0.57340000,0.57920000,0.57280000,0.57500000,65316832.00000000
ADAUSDT,2024-04-04 08:00:00,0.57580000,0.58450000,0.57510000,0.58120000,16442459.40000000
LTCUSDT,2024-04-04 08:00:00,101.55000000,104.30000000,99.69000000,100.14000000,430872.09400000
BTCUSDT,2024-04-04 04:00:00,65620.00000000,66290.32000000,65064.52000000,66091.60000000,4739.31707000
LTCUSDT,2024-04-04 04:00:00,98.22000000,102.09000000,97.00000000,101.53000000,247008.07700000
ETHUSDT,2024-04-04 04:00:00,3274.38000000,3334.46000000,3250.92000000,3322.79000000,55871.58530000
BNBUSDT,2024-04-04 04:00:00,576.30000000,584.20000000,573.00000000,582.70000000,125125.64800000
XRPUSDT,2024-04-04 04:00:00,0.56870000,0.57670000,0.56230000,0.57340000,95574198.00000000
ADAUSDT,2024-04-04 04:00:00,0.56620000,0.57870000,0.55880000,0.57570000,29197277.90000000
LTCUSDT,2024-04-04 00:00:00,98.33000000,102.01000000,97.30000000,98.19000000,433621.19500000
ADAUSDT,2024-04-04 00:00:00,0.56930000,0.57790000,0.56550000,0.56610000,20639252.60000000
BTCUSDT,2024-04-04 00:00:00,65963.27000000,66354.83000000,65454.55000000,65620.01000000,3770.13451000
BNBUSDT,2024-04-04 00:00:00,561.60000000,581.90000000,560.80000000,576.30000000,254783.11400000
ETHUSDT,2024-04-04 00:00:00,3310.83000000,3333.00000000,3262.86000000,3274.37000000,55991.17050000
XRPUSDT,2024-04-04 00:00:00,0.57410000,0.57840000,0.56530000,0.56860000,77877038.00000000
XRPUSDT,2024-04-03 20:00:00,0.57540000,0.57670000,0.56630000,0.57420000,66009182.00000000
BTCUSDT,2024-04-03 20:00:00,65784.01000000,66297.40000000,65476.63000000,65963.28000000,5768.91025000
BNBUSDT,2024-04-03 20:00:00,558.30000000,565.10000000,552.00000000,561.50000000,56889.21200000
LTCUSDT,2024-04-03 20:00:00,98.26000000,99.15000000,96.50000000,98.33000000,172268.84100000
ETHUSDT,2024-04-03 20:00:00,3314.28000000,3325.64000000,3288.39000000,3310.83000000,55713.39690000
ADAUSDT,2024-04-03 20:00:00,0.57700000,0.57720000,0.56750000,0.56930000,16297991.60000000
XRPUSDT,2024-04-03 16:00:00,0.58000000,0.58440000,0.57240000,0.57530000,58517261.00000000
ETHUSDT,2024-04-03 16:00:00,3329.21000000,3367.40000000,3281.21000000,3314.29000000,64897.71380000
BTCUSDT,2024-04-03 16:00:00,65836.02000000,66550.00000000,65451.62000000,65784.00000000,6431.99952000
LTCUSDT,2024-04-03 16:00:00,98.60000000,99.69000000,97.18000000,98.26000000,236778.92700000
BNBUSDT,2024-04-03 16:00:00,556.70000000,560.00000000,550.70000000,558.20000000,79544.37000000
ADAUSDT,2024-04-03 16:00:00,0.58160000,0.58660000,0.57300000,0.57710000,14018107.40000000
XRPUSDT,2024-04-03 12:00:00,0.58290000,0.58550000,0.57580000,0.57990000,89283847.00000000
ETHUSDT,2024-04-03 12:00:00,3317.53000000,3363.58000000,3292.80000000,3329.20000000,73373.41200000
BNBUSDT,2024-04-03 12:00:00,556.20000000,563.20000000,551.80000000,556.70000000,113411.10600000
BTCUSDT,2024-04-03 12:00:00,66059.75000000,66903.63000000,65635.01000000,65836.01000000,7323.44464000
ADAUSDT,2024-04-03 12:00:00,0.58500000,0.58930000,0.57720000,0.58160000,16791224.50000000
LTCUSDT,2024-04-03 12:00:00,100.49000000,101.44000000,98.41000000,98.60000000,288553.94000000
LTCUSDT,2024-04-03 08:00:00,101.40000000,101.95000000,99.62000000,100.48000000,212161.32500000
BTCUSDT,2024-04-03 08:00:00,66135.98000000,66642.36000000,65538.06000000,66059.76000000,6489.92426000
BNBUSDT,2024-04-03 08:00:00,558.60000000,567.90000000,554.80000000,556.20000000,133119.42800000
ETHUSDT,2024-04-03 08:00:00,3305.52000000,3357.58000000,3289.97000000,3317.53000000,73863.31340000
ADAUSDT,2024-04-03 08:00:00,0.58780000,0.59500000,0.58230000,0.58500000,20371029.30000000
XRPUSDT,2024-04-03 08:00:00,0.58840000,0.59300000,0.58000000,0.58290000,81501513.00000000
ADAUSDT,2024-04-03 04:00:00,0.58660000,0.59080000,0.58400000,0.58790000,14508147.10000000
LTCUSDT,2024-04-03 04:00:00,103.12000000,103.52000000,101.18000000,101.39000000,253257.32900000
BNBUSDT,2024-04-03 04:00:00,560.30000000,564.20000000,552.90000000,558.50000000,114522.81800000
BTCUSDT,2024-04-03 04:00:00,66225.79000000,66483.87000000,65920.00000000,66135.99000000,4521.80948000
XRPUSDT,2024-04-03 04:00:00,0.58510000,0.59110000,0.58320000,0.58830000,74106706.00000000
ETHUSDT,2024-04-03 04:00:00,3315.40000000,3324.60000000,3280.00000000,3305.53000000,49447.12770000
ADAUSDT,2024-04-03 00:00:00,0.58070000,0.58690000,0.56220000,0.58670000,35129717.40000000
LTCUSDT,2024-04-03 00:00:00,106.77000000,109.86000000,101.13000000,103.12000000,705380.05300000
XRPUSDT,2024-04-03 00:00:00,0.58540000,0.58800000,0.56710000,0.58510000,124485424.00000000
BTCUSDT,2024-04-03 00:00:00,65463.99000000,66288.88000000,64493.07000000,66225.79000000,9351.12963000
BNBUSDT,2024-04-03 00:00:00,551.40000000,560.30000000,539.00000000,560.30000000,186438.29900000
ETHUSDT,2024-04-03 00:00:00,3278.96000000,3324.19000000,3202.79000000,3315.41000000,93189.22950000
LTCUSDT,2024-04-02 20:00:00,107.36000000,108.99000000,105.72000000,106.75000000,278979.77900000
BTCUSDT,2024-04-02 20:00:00,65914.91000000,66120.00000000,65200.00000000,65463.99000000,6060.80835000
BNBUSDT,2024-04-02 20:00:00,558.00000000,560.00000000,549.60000000,551.40000000,81175.42300000
ADAUSDT,2024-04-02 20:00:00,0.58640000,0.58940000,0.57720000,0.58070000,15042637.30000000
ETHUSDT,2024-04-02 20:00:00,3277.53000000,3305.00000000,3241.69000000,3278.96000000,60289.19470000
XRPUSDT,2024-04-02 20:00:00,0.59070000,0.59430000,0.58420000,0.58540000,46525578.00000000
XRPUSDT,2024-04-02 16:00:00,0.58170000,0.59340000,0.57970000,0.59080000,64210873.00000000
LTCUSDT,2024-04-02 16:00:00,105.83000000,108.19000000,104.36000000,107.36000000,378614.96100000
BTCUSDT,2024-04-02 16:00:00,64889.99000000,66200.00000000,64550.00000000,65914.90000000,11481.41905000
BNBUSDT,2024-04-02 16:00:00,552.30000000,559.30000000,549.50000000,558.00000000,105725.46200000
ADAUSDT,2024-04-02 16:00:00,0.58110000,0.58840000,0.57680000,0.58650000,19792155.20000000
ETHUSDT,2024-04-02 16:00:00,3240.13000000,3284.46000000,3212.00000000,3277.53000000,93534.04620000
XRPUSDT,2024-04-02 12:00:00,0.58860000,0.59380000,0.57900000,0.58170000,114416360.00000000
BNBUSDT,2024-04-02 12:00:00,555.50000000,561.00000000,546.30000000,552.30000000,184588.82200000
ADAUSDT,2024-04-02 12:00:00,0.58520000,0.59230000,0.57470000,0.58110000,41031963.70000000
BTCUSDT,2024-04-02 12:00:00,65622.69000000,66249.83000000,64588.58000000,64890.00000000,17665.04450000
ETHUSDT,2024-04-02 12:00:00,3308.63000000,3324.26000000,3232.00000000,3240.13000000,151372.61830000
LTCUSDT,2024-04-02 12:00:00,102.51000000,108.70000000,99.18000000,105.81000000,829679.86400000
ADAUSDT,2024-04-02 08:00:00,0.59620000,0.59770000,0.57230000,0.58520000,53558481.20000000
XRPUSDT,2024-04-02 08:00:00,0.59960000,0.60190000,0.58020000,0.58860000,175588712.00000000
BNBUSDT,2024-04-02 08:00:00,559.00000000,563.30000000,550.50000000,555.50000000,224391.50600000
BTCUSDT,2024-04-02 08:00:00,66455.50000000,66705.08000000,65075.00000000,65622.69000000,13036.59722000
ETHUSDT,2024-04-02 08:00:00,3362.89000000,3371.62000000,3276.72000000,3308.64000000,126538.58120000
LTCUSDT,2024-04-02 08:00:00,98.95000000,102.95000000,97.16000000,102.51000000,626711.50800000
XRPUSDT,2024-04-02 04:00:00,0.59520000,0.60300000,0.59330000,0.59970000,101570056.00000000
BTCUSDT,2024-04-02 04:00:00,66703.97000000,67120.00000000,66120.75000000,66455.50000000,8828.40820000
BNBUSDT,2024-04-02 04:00:00,561.00000000,565.50000000,555.10000000,559.00000000,123691.74200000
LTCUSDT,2024-04-02 04:00:00,96.08000000,99.42000000,95.60000000,98.95000000,361234.72900000
ETHUSDT,2024-04-02 04:00:00,3366.07000000,3388.58000000,3337.25000000,3362.90000000,67274.46960000
ADAUSDT,2024-04-02 04:00:00,0.59570000,0.60140000,0.58880000,0.59610000,21950463.90000000
LTCUSDT,2024-04-02 00:00:00,99.21000000,99.29000000,93.10000000,96.09000000,403756.35800000
ADAUSDT,2024-04-02 00:00:00,0.62110000,0.62140000,0.58560000,0.59570000,43120733.80000000
XRPUSDT,2024-04-02 00:00:00,0.61100000,0.61850000,0.58350000,0.59530000,145974862.00000000
BNBUSDT,2024-04-02 00:00:00,575.80000000,578.20000000,551.60000000,560.90000000,278687.85900000
BTCUSDT,2024-04-02 00:00:00,69649.81000000,69674.23000000,66000.00000000,66703.97000000,14727.55061000
ETHUSDT,2024-04-02 00:00:00,3503.80000000,3505.60000000,3319.20000000,3366.08000000,124255.73760000
ETHUSDT,2024-04-01 20:00:00,3486.33000000,3514.88000000,3471.32000000,3503.80000000,36971.49390000
XRPUSDT,2024-04-01 20:00:00,0.61140000,0.61440000,0.61030000,0.61100000,40189958.00000000
ADAUSDT,2024-04-01 20:00:00,0.62000000,0.62300000,0.61610000,0.62120000,9883283.30000000
LTCUSDT,2024-04-01 20:00:00,99.32000000,99.99000000,98.54000000,99.20000000,147450.20700000
BTCUSDT,2024-04-01 20:00:00,69648.01000000,69900.00000000,69327.66000000,69649.80000000,4188.82059000
BNBUSDT,2024-04-01 20:00:00,579.30000000,581.80000000,575.50000000,575.80000000,55506.75100000
BNBUSDT,2024-04-01 16:00:00,573.90000000,579.70000000,568.70000000,579.20000000,106312.72600000
XRPUSDT,2024-04-01 16:00:00,0.59960000,0.61230000,0.59840000,0.61150000,97896148.00000000
LTCUSDT,2024-04-01 16:00:00,98.42000000,99.70000000,97.23000000,99.32000000,220199.29100000
ETHUSDT,2024-04-01 16:00:00,3444.04000000,3489.18000000,3413.71000000,3486.33000000,78478.21830000
ADAUSDT,2024-04-01 16:00:00,0.60890000,0.62030000,0.60550000,0.61990000,21750186.30000000
BTCUSDT,2024-04-01 16:00:00,68237.15000000,69816.24000000,68062.86000000,69648.01000000,8342.53739000
ETHUSDT,2024-04-01 12:00:00,3537.98000000,3570.58000000,3437.23000000,3444.04000000,112748.13200000
ADAUSDT,2024-04-01 12:00:00,0.62720000,0.63040000,0.60500000,0.60890000,40620010.30000000
XRPUSDT,2024-04-01 12:00:00,0.60950000,0.61460000,0.59470000,0.59970000,117537366.00000000
LTCUSDT,2024-04-01 12:00:00,104.22000000,105.78000000,97.71000000,98.39000000,536255.65900000
BTCUSDT,2024-04-01 12:00:00,69460.00000000,70080.00000000,68161.48000000,68237.15000000,11010.90480000
BNBUSDT,2024-04-01 12:00:00,585.10000000,593.50000000,572.60000000,574.00000000,183344.19400000
ETHUSDT,2024-04-01 08:00:00,3546.88000000,3560.17000000,3520.07000000,3537.98000000,44636.92810000
ADAUSDT,2024-04-01 08:00:00,0.63080000,0.63380000,0.62100000,0.62720000,21812547.90000000
BNBUSDT,2024-04-01 08:00:00,586.70000000,587.60000000,580.50000000,585.10000000,86300.97400000
BTCUSDT,2024-04-01 08:00:00,69594.94000000,69799.98000000,69165.35000000,69460.01000000,4785.74482000
XRPUSDT,2024-04-01 08:00:00,0.61540000,0.61860000,0.60710000,0.60960000,74669175.00000000
LTCUSDT,2024-04-01 08:00:00,108.35000000,108.95000000,103.95000000,104.21000000,343632.58500000
BNBUSDT,2024-04-01 04:00:00,597.60000000,597.70000000,572.20000000,586.60000000,201762.41700000
XRPUSDT,2024-04-01 04:00:00,0.62720000,0.62900000,0.60100000,0.61540000,158414858.00000000
ETHUSDT,2024-04-01 04:00:00,3610.41000000,3613.30000000,3500.00000000,3546.88000000,98690.71130000
ADAUSDT,2024-04-01 04:00:00,0.64490000,0.64680000,0.61570000,0.63090000,48973233.60000000
LTCUSDT,2024-04-01 04:00:00,109.90000000,111.62000000,103.49000000,108.35000000,710911.51700000
BTCUSDT,2024-04-01 04:00:00,70588.01000000,70648.83000000,68888.00000000,69594.94000000,9756.49862000
ADAUSDT,2024-04-01 00:00:00,0.65010000,0.65150000,0.64370000,0.64500000,13736450.80000000
LTCUSDT,2024-04-01 00:00:00,105.01000000,112.80000000,104.53000000,109.92000000,543932.78800000
BTCUSDT,2024-04-01 00:00:00,71280.00000000,71288.23000000,70520.51000000,70588.01000000,3360.81417000
BNBUSDT,2024-04-01 00:00:00,606.70000000,607.70000000,596.40000000,597.60000000,89887.02800000
XRPUSDT,2024-04-01 00:00:00,0.62920000,0.63360000,0.62690000,0.62730000,57580018.00000000
ETHUSDT,2024-04-01 00:00:00,3645.29000000,3645.95000000,3600.74000000,3610.42000000,37328.63890000
BNBUSDT,2024-03-31 20:00:00,606.00000000,608.70000000,605.00000000,606.70000000,50528.89800000
BTCUSDT,2024-03-31 20:00:00,71023.51000000,71366.00000000,70639.93000000,71280.01000000,3667.45530000
ETHUSDT,2024-03-31 20:00:00,3638.19000000,3650.60000000,3617.80000000,3645.29000000,28522.13890000
LTCUSDT,2024-03-31 20:00:00,104.59000000,106.87000000,104.42000000,105.01000000,294111.84100000
ADAUSDT,2024-03-31 20:00:00,0.64730000,0.65150000,0.64480000,0.65010000,12940549.00000000
XRPUSDT,2024-03-31 20:00:00,0.62870000,0.62970000,0.62500000,0.62920000,35071163.00000000
ETHUSDT,2024-03-31 16:00:00,3617.69000000,3655.32000000,3613.75000000,3638.18000000,41090.37080000
XRPUSDT,2024-03-31 16:00:00,0.62660000,0.63010000,0.62480000,0.62870000,24090922.00000000
BNBUSDT,2024-03-31 16:00:00,602.20000000,606.60000000,602.10000000,606.00000000,44393.05400000
BTCUSDT,2024-03-31 16:00:00,70381.13000000,71227.22000000,70321.86000000,71023.50000000,3712.47384000
LTCUSDT,2024-03-31 16:00:00,103.21000000,104.70000000,102.86000000,104.58000000,209410.19200000
ADAUSDT,2024-03-31 16:00:00,0.64640000,0.64890000,0.64250000,0.64730000,10313120.40000000
BTCUSDT,2024-03-31 12:00:00,70369.99000000,70759.10000000,70289.72000000,70381.13000000,3579.74008000
LTCUSDT,2024-03-31 12:00:00,102.31000000,103.86000000,101.49000000,103.21000000,125328.26900000
ADAUSDT,2024-03-31 12:00:00,0.64710000,0.64820000,0.64480000,0.64640000,11460736.40000000
XRPUSDT,2024-03-31 12:00:00,0.62630000,0.62870000,0.62540000,0.62660000,23509535.00000000
ETHUSDT,2024-03-31 12:00:00,3609.20000000,3638.00000000,3606.78000000,3617.68000000,39565.12660000
BNBUSDT,2024-03-31 12:00:00,605.80000000,606.70000000,601.80000000,602.10000000,51446.15600000
BTCUSDT,2024-03-31 08:00:00,70301.72000000,70470.00000000,70147.77000000,70369.99000000,1973.67988000
LTCUSDT,2024-03-31 08:00:00,102.71000000,103.12000000,101.41000000,102.31000000,102305.39000000
ETHUSDT,2024-03-31 08:00:00,3625.38000000,3632.80000000,3600.38000000,3609.20000000,33243.83470000
BNBUSDT,2024-03-31 08:00:00,606.90000000,607.00000000,602.80000000,605.80000000,55061.73800000
XRPUSDT,2024-03-31 08:00:00,0.62730000,0.62890000,0.62440000,0.62640000,26603996.00000000
ADAUSDT,2024-03-31 08:00:00,0.65040000,0.65140000,0.64640000,0.64710000,7774036.30000000
XRPUSDT,2024-03-31 04:00:00,0.62220000,0.62830000,0.62100000,0.62740000,35466820.00000000
BTCUSDT,2024-03-31 04:00:00,69916.60000000,70460.00000000,69874.54000000,70301.73000000,3491.10805000
LTCUSDT,2024-03-31 04:00:00,102.95000000,103.37000000,102.17000000,102.71000000,106391.71300000
ADAUSDT,2024-03-31 04:00:00,0.64520000,0.65350000,0.64420000,0.65030000,11464426.00000000
BNBUSDT,2024-03-31 04:00:00,608.60000000,608.80000000,603.30000000,606.90000000,64166.32800000
ETHUSDT,2024-03-31 04:00:00,3537.26000000,3631.99000000,3532.42000000,3625.38000000,75942.63820000
XRPUSDT,2024-03-31 00:00:00,0.62110000,0.62580000,0.62040000,0.62230000,37230533.00000000
BTCUSDT,2024-03-31 00:00:00,69582.17000000,70165.86000000,69562.99000000,69916.61000000,2971.88718000
ETHUSDT,2024-03-31 00:00:00,3505.65000000,3544.07000000,3505.09000000,3537.26000000,25100.87850000
ADAUSDT,2024-03-31 00:00:00,0.64350000,0.64820000,0.64180000,0.64520000,7385921.80000000
LTCUSDT,2024-03-31 00:00:00,102.84000000,104.96000000,102.20000000,102.95000000,196525.13000000
BNBUSDT,2024-03-31 00:00:00,600.70000000,608.60000000,600.40000000,608.60000000,59540.79300000
ADAUSDT,2024-03-30 20:00:00,0.65040000,0.65200000,0.64160000,0.64360000,9141980.30000000
LTCUSDT,2024-03-30 20:00:00,102.18000000,103.13000000,101.06000000,102.84000000,90531.20300000
BTCUSDT,2024-03-30 20:00:00,69896.34000000,69896.35000000,69540.00000000,69582.18000000,1843.37158000
BNBUSDT,2024-03-30 20:00:00,605.00000000,607.10000000,599.70000000,600.70000000,54046.81300000
ETHUSDT,2024-03-30 20:00:00,3509.02000000,3519.00000000,3494.88000000,3505.64000000,19147.76520000
XRPUSDT,2024-03-30 20:00:00,0.62680000,0.62750000,0.61780000,0.62120000,43400343.00000000
ETHUSDT,2024-03-30 16:00:00,3536.60000000,3547.71000000,3485.00000000,3509.02000000,34164.54810000
XRPUSDT,2024-03-30 16:00:00,0.62870000,0.63300000,0.62290000,0.62670000,48467021.00000000
BNBUSDT,2024-03-30 16:00:00,605.50000000,609.80000000,603.80000000,604.90000000,58554.42300000
LTCUSDT,2024-03-30 16:00:00,102.31000000,102.70000000,101.32000000,102.20000000,134297.72900000
ADAUSDT,2024-03-30 16:00:00,0.65050000,0.65540000,0.64580000,0.65050000,22177786.90000000
BTCUSDT,2024-03-30 16:00:00,69999.99000000,70280.06000000,69670.00000000,69896.34000000,2564.18678000
BNBUSDT,2024-03-30 12:00:00,605.20000000,606.90000000,602.30000000,605.50000000,58082.12600000
ADAUSDT,2024-03-30 12:00:00,0.65810000,0.65860000,0.64970000,0.65050000,10811740.60000000
BTCUSDT,2024-03-30 12:00:00,70183.54000000,70269.15000000,69925.87000000,69999.99000000,1960.15928000
LTCUSDT,2024-03-30 12:00:00,103.36000000,103.69000000,101.95000000,102.31000000,198021.16300000
ETHUSDT,2024-03-30 12:00:00,3559.99000000,3565.81000000,3531.00000000,3536.61000000,28666.61750000
XRPUSDT,2024-03-30 12:00:00,0.62720000,0.63720000,0.62530000,0.62860000,66348509.00000000
XRPUSDT,2024-03-30 08:00:00,0.62260000,0.62770000,0.62080000,0.62720000,32899019.00000000
ETHUSDT,2024-03-30 08:00:00,3492.65000000,3564.00000000,3492.20000000,3560.00000000,43774.35650000
ADAUSDT,2024-03-30 08:00:00,0.65060000,0.65960000,0.64760000,0.65820000,14327468.40000000
BNBUSDT,2024-03-30 08:00:00,599.20000000,606.20000000,596.90000000,605.10000000,92348.31800000
LTCUSDT,2024-03-30 08:00:00,104.72000000,104.80000000,103.11000000,103.37000000,150761.98900000
BTCUSDT,2024-03-30 08:00:00,69852.18000000,70183.67000000,69811.37000000,70183.55000000,2073.90457000
XRPUSDT,2024-03-30 04:00:00,0.62540000,0.62790000,0.62220000,0.62250000,35708595.00000000
BNBUSDT,2024-03-30 04:00:00,607.80000000,610.60000000,599.20000000,599.30000000,117289.29900000
ADAUSDT,2024-03-30 04:00:00,0.65790000,0.66130000,0.65050000,0.65050000,10562385.90000000
BTCUSDT,2024-03-30 04:00:00,69774.00000000,70321.10000000,69755.98000000,69852.18000000,2669.04320000
ETHUSDT,2024-03-30 04:00:00,3489.99000000,3532.77000000,3487.00000000,3492.64000000,56078.69860000
LTCUSDT,2024-03-30 04:00:00,105.29000000,105.49000000,103.29000000,104.73000000,259677.43400000
LTCUSDT,2024-03-30 00:00:00,109.06000000,109.25000000,104.83000000,105.29000000,409098.38800000
BNBUSDT,2024-03-30 00:00:00,612.50000000,612.90000000,604.20000000,607.90000000,120699.16900000
ETHUSDT,2024-03-30 00:00:00,3509.74000000,3521.89000000,3486.58000000,3490.00000000,34193.27750000
ADAUSDT,2024-03-30 00:00:00,0.66430000,0.66910000,0.65740000,0.65800000,22375674.70000000
XRPUSDT,2024-03-30 00:00:00,0.63000000,0.63180000,0.62370000,0.62550000,48204740.00000000
BTCUSDT,2024-03-30 00:00:00,69850.53000000,70177.87000000,69710.00000000,69773.99000000,2533.94601000
LTCUSDT,2024-03-29 20:00:00,105.48000000,110.44000000,104.86000000,109.06000000,507215.23300000
BNBUSDT,2024-03-29 20:00:00,613.60000000,618.30000000,610.80000000,612.50000000,97866.31600000
BTCUSDT,2024-03-29 20:00:00,69665.99000000,69916.50000000,69290.00000000,69850.54000000,2395.37437000
XRPUSDT,2024-03-29 20:00:00,0.62620000,0.63200000,0.62100000,0.63010000,46293978.00000000
ETHUSDT,2024-03-29 20:00:00,3500.35000000,3524.55000000,3476.01000000,3509.74000000,54746.21590000
ADAUSDT,2024-03-29 20:00:00,0.64790000,0.66650000,0.64220000,0.66430000,19698952.80000000
ETHUSDT,2024-03-29 16:00:00,3488.52000000,3502.36000000,3445.91000000,3500.34000000,60765.21120000
XRPUSDT,2024-03-29 16:00:00,0.62480000,0.63620000,0.62350000,0.62620000,82940688.00000000
BTCUSDT,2024-03-29 16:00:00,69179.99000000,69666.00000000,69078.62000000,69665.99000000,4246.06600000
LTCUSDT,2024-03-29 16:00:00,104.22000000,107.90000000,103.75000000,105.48000000,480592.24600000
BNBUSDT,2024-03-29 16:00:00,607.40000000,614.30000000,607.20000000,613.60000000,104835.00100000
ADAUSDT,2024-03-29 16:00:00,0.64950000,0.65590000,0.64490000,0.64800000,14365675.80000000
BNBUSDT,2024-03-29 12:00:00,616.40000000,620.00000000,603.00000000,607.40000000,201362.75900000
ETHUSDT,2024-03-29 12:00:00,3549.86000000,3558.00000000,3481.14000000,3488.53000000,64510.60730000
ADAUSDT,2024-03-29 12:00:00,0.65200000,0.66780000,0.64330000,0.64950000,46393777.30000000
LTCUSDT,2024-03-29 12:00:00,102.27000000,106.40000000,102.27000000,104.21000000,998429.99500000
XRPUSDT,2024-03-29 12:00:00,0.62940000,0.64550000,0.62040000,0.62480000,159016269.00000000
BTCUSDT,2024-03-29 12:00:00,70142.78000000,70636.04000000,69009.00000000,69180.00000000,7043.97127000
BNBUSDT,2024-03-29 08:00:00,606.80000000,619.70000000,606.10000000,616.40000000,177070.15900000
ETHUSDT,2024-03-29 08:00:00,3519.42000000,3562.71000000,3517.15000000,3549.85000000,55857.17500000
LTCUSDT,2024-03-29 08:00:00,93.13000000,103.65000000,92.94000000,102.27000000,860855.79100000
XRPUSDT,2024-03-29 08:00:00,0.61040000,0.63200000,0.61010000,0.62940000,103229632.00000000
BTCUSDT,2024-03-29 08:00:00,69794.01000000,70318.00000000,69566.00000000,70142.78000000,4708.66434000
ADAUSDT,2024-03-29 08:00:00,0.63780000,0.65710000,0.63710000,0.65200000,22974878.80000000
BTCUSDT,2024-03-29 04:00:00,70442.23000000,70538.78000000,69746.33000000,69794.00000000,4015.74929000
BNBUSDT,2024-03-29 04:00:00,588.60000000,613.60000000,586.50000000,606.70000000,411798.39700000
XRPUSDT,2024-03-29 04:00:00,0.62100000,0.62330000,0.60870000,0.61050000,81650154.00000000
LTCUSDT,2024-03-29 04:00:00,94.51000000,95.26000000,92.75000000,93.14000000,245581.85300000
ETHUSDT,2024-03-29 04:00:00,3562.39000000,3580.80000000,3512.85000000,3519.43000000,58587.08840000
ADAUSDT,2024-03-29 04:00:00,0.64740000,0.65150000,0.63500000,0.63780000,13730610.40000000
ADAUSDT,2024-03-29 00:00:00,0.65110000,0.65210000,0.64180000,0.64740000,12425997.10000000
LTCUSDT,2024-03-29 00:00:00,94.11000000,95.56000000,93.34000000,94.51000000,196883.86200000
BNBUSDT,2024-03-29 00:00:00,583.40000000,589.30000000,582.10000000,588.60000000,49468.53700000
BTCUSDT,2024-03-29 00:00:00,70780.60000000,70916.16000000,70274.07000000,70442.22000000,3035.25826000
ETHUSDT,2024-03-29 00:00:00,3560.49000000,3584.37000000,3550.05000000,3562.39000000,28619.88120000
XRPUSDT,2024-03-29 00:00:00,0.62430000,0.62540000,0.61940000,0.62100000,63671351.00000000
ADAUSDT,2024-03-28 20:00:00,0.65020000,0.65340000,0.64610000,0.65110000,11451444.60000000
BTCUSDT,2024-03-28 20:00:00,70798.26000000,71074.03000000,70541.90000000,70780.60000000,2982.76219000
BNBUSDT,2024-03-28 20:00:00,581.70000000,585.90000000,579.80000000,583.40000000,31128.19400000
LTCUSDT,2024-03-28 20:00:00,93.51000000,94.56000000,93.33000000,94.11000000,117667.27500000
XRPUSDT,2024-03-28 20:00:00,0.62710000,0.62990000,0.62330000,0.62440000,39188163.00000000
